Listing_ID,Neighbourhood,Latitude,Longitude,Room_Type,Property_Type,Date,Month,Season,Price_Per_Night_INR,Cleaning_Fee_INR,Availability_365,Minimum_Nights,Occupancy_Rate,Number_Of_Bookings,Average_Stay_Length,Revenue_Estimated_INR,Review_Count,Review_Score_Rating,Guest_Origin_Country,Event_Flag,Price_Band,Rating_Band,Occupancy_Band,Revenue_Per_Available_Day_INR
112,Jayanagar,12.735118,77.564662,Shared room,Studio,2024-08-01,8,Monsoon,3678,29,196,5,0.45,14,3,51492,60,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),262.7142857142857
112,Jayanagar,12.735118,77.564662,Shared room,Studio,2024-09-01,9,Autumn,3894,29,196,5,0.31,9,4,35046,74,4.6,USA,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),178.80612244897958
112,Jayanagar,12.735118,77.564662,Shared room,Studio,2024-10-01,10,Autumn,4328,29,196,5,0.62,19,3,82232,211,4.5,Canada,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),419.55102040816325
112,Jayanagar,12.735118,77.564662,Shared room,Studio,2024-11-01,11,Winter,4104,29,196,5,0.57,17,3,69768,326,4.6,UAE,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),355.9591836734694
112,Jayanagar,12.735118,77.564662,Shared room,Studio,2024-12-01,12,Winter,4643,29,196,5,0.58,18,2,83574,96,4.9,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),426.3979591836735
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-01-01,1,Winter,3102,513,198,1,0.4,12,2,37224,244,4.9,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),188.0
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-02-01,2,Winter,2439,513,198,1,0.64,19,2,46341,332,4.4,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),234.04545454545453
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-03-01,3,Spring,2734,513,198,1,0.6,19,4,51946,251,4.6,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),262.35353535353534
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-04-01,4,Spring,2346,513,198,1,0.36,11,2,25806,115,4.9,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),130.33333333333334
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-05-01,5,Spring,2470,513,198,1,0.45,14,3,34580,7,4.0,UAE,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),174.64646464646464
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-06-01,6,Summer,2281,513,198,1,0.23,7,5,15967,113,4.5,USA,0,Mid-range (₹2K–₹4K),4.0–4.49,Low (≤25%),80.64141414141415
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-07-01,7,Monsoon,2127,513,198,1,0.38,12,5,25524,104,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),128.9090909090909
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-08-01,8,Monsoon,2318,513,198,1,0.84,26,4,60268,224,3.9,Singapore,0,Mid-range (₹2K–₹4K),3.5–3.99,Very High (>75%),304.3838383838384
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-09-01,9,Autumn,2727,513,198,1,0.67,20,2,54540,166,4.2,Singapore,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),275.45454545454544
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-10-01,10,Autumn,2536,513,198,1,0.46,14,4,35504,218,4.6,India,1,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),179.31313131313132
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-11-01,11,Winter,2797,513,198,1,0.62,19,3,53143,194,4.7,USA,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),268.3989898989899
113,Richmond Town,12.806745,77.620113,Entire home/apt,Independent House,2024-12-01,12,Winter,3034,513,198,1,0.31,10,2,30340,292,4.4,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),153.23232323232324
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-01-01,1,Winter,5972,70,345,5,0.59,18,5,107496,20,4.1,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),311.5826086956522
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-02-01,2,Winter,4789,70,345,5,0.51,15,3,71835,25,4.0,India,0,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),208.2173913043478
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-03-01,3,Spring,5247,70,345,5,0.68,21,2,110187,155,4.0,UK,0,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),319.38260869565215
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-04-01,4,Spring,5122,70,345,5,0.48,14,2,71708,85,4.8,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),207.84927536231885
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-05-01,5,Spring,4908,70,345,5,0.5,16,3,78528,27,4.5,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),227.61739130434782
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-06-01,6,Summer,4598,70,345,5,0.65,20,4,91960,237,4.7,France,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),266.5507246376812
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-07-01,7,Monsoon,4371,70,345,5,0.72,22,2,96162,256,4.0,India,0,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),278.7304347826087
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-08-01,8,Monsoon,4677,70,345,5,0.59,18,3,84186,279,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),244.01739130434783
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-09-01,9,Autumn,4944,70,345,5,0.56,17,2,84048,230,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),243.61739130434782
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-10-01,10,Autumn,4732,70,345,5,0.46,14,2,66248,103,4.9,Singapore,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),192.0231884057971
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-11-01,11,Winter,4828,70,345,5,0.71,21,2,101388,332,5.0,UAE,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),293.8782608695652
114,Brigade Road,12.743727,77.58707,Private room,Independent House,2024-12-01,12,Winter,6103,70,345,5,0.67,21,3,128163,63,4.0,India,0,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),371.4869565217391
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-01-01,1,Winter,5600,329,161,5,0.45,14,3,78400,22,3.8,UK,0,Premium (₹4K–₹7K),3.5–3.99,Moderate (26–50%),486.95652173913044
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-02-01,2,Winter,4505,329,161,5,0.23,7,3,31535,337,4.4,Singapore,0,Premium (₹4K–₹7K),4.0–4.49,Low (≤25%),195.8695652173913
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-03-01,3,Spring,5033,329,161,5,0.57,18,2,90594,74,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),562.695652173913
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-04-01,4,Spring,5050,329,161,5,0.44,13,3,65650,214,4.5,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),407.7639751552795
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-05-01,5,Spring,4396,329,161,5,0.31,10,3,43960,228,4.1,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),273.04347826086956
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-06-01,6,Summer,4293,329,161,5,0.24,7,2,30051,67,4.5,Canada,0,Premium (₹4K–₹7K),4.0–4.49,Low (≤25%),186.65217391304347
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-07-01,7,Monsoon,3915,329,161,5,0.29,9,1,35235,129,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),218.85093167701862
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-08-01,8,Monsoon,4107,329,161,5,0.58,18,2,73926,255,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),459.167701863354
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-09-01,9,Autumn,4523,329,161,5,0.64,19,1,85937,252,4.6,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),533.7701863354038
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-10-01,10,Autumn,4241,329,161,5,0.58,18,3,76338,243,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),474.14906832298135
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-11-01,11,Winter,4286,329,161,5,0.86,26,3,111436,3,4.3,India,0,Premium (₹4K–₹7K),4.0–4.49,Very High (>75%),692.1490683229814
115,Rajajinagar,12.734123,77.662184,Private room,Studio,2024-12-01,12,Winter,5512,329,161,5,0.44,14,3,77168,317,4.6,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),479.30434782608694
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-01-01,1,Winter,1543,218,96,3,0.61,19,2,29317,44,4.9,India,0,Budget (≤₹2K),4.5–5.0,High (51–75%),305.3854166666667
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-02-01,2,Winter,1538,218,96,3,0.23,7,2,10766,344,5.0,India,0,Budget (≤₹2K),4.5–5.0,Low (≤25%),112.14583333333333
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-03-01,3,Spring,1608,218,96,3,0.47,15,3,24120,304,4.6,India,0,Budget (≤₹2K),4.5–5.0,Moderate (26–50%),251.25
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-04-01,4,Spring,1584,218,96,3,0.49,15,3,23760,233,4.6,USA,0,Budget (≤₹2K),4.5–5.0,Moderate (26–50%),247.5
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-05-01,5,Spring,1288,218,96,3,0.53,16,2,20608,18,4.2,India,0,Budget (≤₹2K),4.0–4.49,High (51–75%),214.66666666666666
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-06-01,6,Summer,1123,218,96,3,0.61,18,2,20214,188,4.7,UAE,0,Budget (≤₹2K),4.5–5.0,High (51–75%),210.5625
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-07-01,7,Monsoon,1370,218,96,3,0.71,22,4,30140,218,4.6,Australia,0,Budget (≤₹2K),4.5–5.0,High (51–75%),313.9583333333333
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-08-01,8,Monsoon,1162,218,96,3,0.71,22,1,25564,241,4.0,India,0,Budget (≤₹2K),3.5–3.99,High (51–75%),266.2916666666667
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-09-01,9,Autumn,1229,218,96,3,0.44,13,3,15977,140,4.9,India,0,Budget (≤₹2K),4.5–5.0,Moderate (26–50%),166.42708333333334
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-10-01,10,Autumn,1597,218,96,3,0.66,20,2,31940,107,4.9,India,0,Budget (≤₹2K),4.5–5.0,High (51–75%),332.7083333333333
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-11-01,11,Winter,1234,218,96,3,0.64,19,2,23446,322,4.4,India,0,Budget (≤₹2K),4.0–4.49,High (51–75%),244.22916666666666
116,Koramangala,12.773936,77.466519,Entire home/apt,Independent House,2024-12-01,12,Winter,1930,218,96,3,0.57,18,1,34740,309,4.3,UAE,0,Budget (≤₹2K),4.0–4.49,High (51–75%),361.875
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-01-01,1,Winter,5053,431,261,2,0.51,16,3,80848,254,4.1,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),309.76245210727967
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-02-01,2,Winter,3650,431,261,2,0.54,16,2,58400,92,4.7,Singapore,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),223.75478927203065
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-03-01,3,Spring,4615,431,261,2,0.22,7,2,32305,148,4.4,Netherlands,0,Premium (₹4K–₹7K),4.0–4.49,Low (≤25%),123.77394636015326
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-04-01,4,Spring,4120,431,261,2,0.72,22,1,90640,12,4.1,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),347.27969348659
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-05-01,5,Spring,4400,431,261,2,0.66,20,3,88000,106,4.1,Germany,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),337.1647509578544
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-06-01,6,Summer,3923,431,261,2,0.57,17,5,66691,211,4.2,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),255.52107279693487
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-07-01,7,Monsoon,3754,431,261,2,0.44,14,2,52556,326,3.8,India,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),201.36398467432952
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-08-01,8,Monsoon,3288,431,261,2,0.55,17,3,55896,144,4.3,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),214.16091954022988
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-09-01,9,Autumn,4039,431,261,2,0.62,19,1,76741,153,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),294.02681992337165
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-10-01,10,Autumn,4095,431,261,2,0.46,14,2,57330,3,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),219.6551724137931
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-11-01,11,Winter,3878,431,261,2,0.55,16,2,62048,291,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),237.73180076628353
117,Kalyan Nagar,12.943538,77.544947,Entire home/apt,Studio,2024-12-01,12,Winter,5322,431,261,2,0.22,7,1,37254,89,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,Low (≤25%),142.73563218390805
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-01-01,1,Winter,3153,314,159,5,0.81,25,4,78825,274,4.3,UAE,0,Mid-range (₹2K–₹4K),4.0–4.49,Very High (>75%),495.75471698113205
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-02-01,2,Winter,2347,314,159,5,0.76,22,4,51634,28,4.6,France,0,Mid-range (₹2K–₹4K),4.5–5.0,Very High (>75%),324.74213836477986
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-03-01,3,Spring,2943,314,159,5,0.63,20,2,58860,347,4.0,India,0,Mid-range (₹2K–₹4K),3.5–3.99,High (51–75%),370.188679245283
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-04-01,4,Spring,2424,314,159,5,0.35,10,3,24240,106,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),152.45283018867926
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-05-01,5,Spring,2683,314,159,5,0.86,27,2,72441,181,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Very High (>75%),455.60377358490564
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-06-01,6,Summer,2678,314,159,5,0.5,15,2,40170,15,4.0,India,0,Mid-range (₹2K–₹4K),3.5–3.99,Moderate (26–50%),252.64150943396226
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-07-01,7,Monsoon,2371,314,159,5,0.65,20,2,47420,273,4.5,Australia,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),298.23899371069183
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-08-01,8,Monsoon,2278,314,159,5,0.63,20,3,45560,199,5.0,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),286.54088050314465
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-09-01,9,Autumn,2704,314,159,5,0.67,20,2,54080,157,4.8,USA,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),340.12578616352204
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-10-01,10,Autumn,2548,314,159,5,0.52,16,2,40768,16,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),256.4025157232704
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-11-01,11,Winter,2168,314,159,5,0.74,22,4,47696,190,4.0,India,0,Mid-range (₹2K–₹4K),3.5–3.99,High (51–75%),299.97484276729557
118,Marathahalli,13.066465,77.689176,Entire home/apt,Serviced Apartment,2024-12-01,12,Winter,3114,314,159,5,0.46,14,5,43596,110,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),274.188679245283
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-01-01,1,Winter,4407,60,327,2,0.5,16,2,70512,247,4.9,USA,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),215.63302752293578
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-02-01,2,Winter,3459,60,327,2,0.65,19,3,65721,73,4.1,UK,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),200.9816513761468
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-03-01,3,Spring,3687,60,327,2,0.52,16,1,58992,264,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),180.40366972477065
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-04-01,4,Spring,4139,60,327,2,0.46,14,2,57946,18,4.9,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),177.20489296636086
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-05-01,5,Spring,3026,60,327,2,0.41,13,3,39338,267,4.1,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),120.29969418960245
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-06-01,6,Summer,3189,60,327,2,0.35,10,2,31890,22,4.7,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),97.5229357798165
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-07-01,7,Monsoon,3071,60,327,2,0.64,20,3,61420,44,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),187.82874617737002
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-08-01,8,Monsoon,3166,60,327,2,0.68,21,4,66486,52,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),203.32110091743118
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-09-01,9,Autumn,3222,60,327,2,0.74,22,3,70884,159,4.3,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),216.77064220183487
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-10-01,10,Autumn,3272,60,327,2,0.56,17,3,55624,327,4.1,UAE,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),170.1039755351682
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-11-01,11,Winter,3376,60,327,2,0.64,19,2,64144,141,4.6,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),196.15902140672782
119,Koramangala,13.011116,77.724006,Entire home/apt,Apartment,2024-12-01,12,Winter,4144,60,327,2,0.51,16,3,66304,343,4.9,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),202.76452599388378
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-01-01,1,Winter,5354,611,357,3,0.73,23,3,123142,138,3.9,India,0,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),344.9355742296919
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-02-01,2,Winter,4247,611,357,3,0.55,16,2,67952,125,4.3,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),190.34173669467788
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-03-01,3,Spring,4537,611,357,3,0.7,22,2,99814,173,4.7,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),279.59103641456585
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-04-01,4,Spring,4329,611,357,3,0.67,20,1,86580,14,4.2,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),242.52100840336135
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-05-01,5,Spring,4138,611,357,3,0.51,16,3,66208,54,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),185.45658263305322
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-06-01,6,Summer,4248,611,357,3,0.4,12,1,50976,200,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),142.78991596638656
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-07-01,7,Monsoon,3321,611,357,3,0.47,15,3,49815,303,4.6,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),139.53781512605042
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-08-01,8,Monsoon,3801,611,357,3,0.54,17,3,64617,228,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),181.0
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-09-01,9,Autumn,4177,611,357,3,0.52,16,2,66832,101,5.0,USA,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),187.20448179271708
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-10-01,10,Autumn,4262,611,357,3,0.69,21,3,89502,273,4.1,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),250.7058823529412
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-11-01,11,Winter,4080,611,357,3,0.51,15,3,61200,290,4.1,India,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),171.42857142857142
120,Whitefield,12.706103,77.636883,Entire home/apt,Independent House,2024-12-01,12,Winter,5190,611,357,3,0.48,15,4,77850,239,4.8,India,0,Premium (₹4K–₹7K),4.5–5.0,Moderate (26–50%),218.0672268907563
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-01-01,1,Winter,2589,557,212,3,0.63,20,2,51780,340,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),244.24528301886792
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-02-01,2,Winter,2101,557,212,3,0.73,21,2,44121,249,4.0,India,0,Mid-range (₹2K–₹4K),3.5–3.99,High (51–75%),208.1179245283019
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-03-01,3,Spring,2726,557,212,3,0.6,19,2,51794,179,4.3,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),244.31132075471697
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-04-01,4,Spring,2377,557,212,3,0.72,22,4,52294,144,4.3,UK,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),246.66981132075472
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-05-01,5,Spring,2066,557,212,3,0.57,18,3,37188,65,4.0,India,0,Mid-range (₹2K–₹4K),3.5–3.99,High (51–75%),175.41509433962264
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-06-01,6,Summer,2579,557,212,3,0.52,16,2,41264,54,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),194.64150943396226
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-07-01,7,Monsoon,2034,557,212,3,0.45,14,3,28476,154,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),134.32075471698113
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-08-01,8,Monsoon,2149,557,212,3,0.57,18,2,38682,211,5.0,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),182.46226415094338
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-09-01,9,Autumn,2419,557,212,3,0.74,22,2,53218,81,4.3,Netherlands,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),251.02830188679246
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-10-01,10,Autumn,2000,557,212,3,0.51,16,2,32000,174,4.6,India,0,Budget (≤₹2K),4.5–5.0,High (51–75%),150.9433962264151
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-11-01,11,Winter,2324,557,212,3,0.27,8,2,18592,222,4.5,India,0,Mid-range (₹2K–₹4K),4.0–4.49,Moderate (26–50%),87.69811320754717
121,Electronic City,12.888218,77.734234,Entire home/apt,Studio,2024-12-01,12,Winter,2799,557,212,3,0.56,17,2,47583,120,5.0,India,0,Mid-range (₹2K–₹4K),4.5–5.0,High (51–75%),224.44811320754718
122,Marathahalli,12.745729,77.628823,Entire home/apt,Apartment,2024-01-01,1,Winter,4964,496,307,2,0.73,23,2,114172,207,5.0,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),371.8957654723127
122,Marathahalli,12.745729,77.628823,Entire home/apt,Apartment,2024-02-01,2,Winter,4268,496,307,2,0.42,12,4,51216,194,4.4,India,0,Premium (₹4K–₹7K),4.0–4.49,Moderate (26–50%),166.8273615635179
122,Marathahalli,12.745729,77.628823,Entire home/apt,Apartment,2024-03-01,3,Spring,4337,496,307,2,0.66,20,3,86740,31,4.8,India,0,Premium (₹4K–₹7K),4.5–5.0,High (51–75%),282.5407166123779
122,Marathahalli,12.745729,77.628823,Entire home/apt,Apartment,2024-04-01,4,Spring,4239,496,307,2,0.6,18,4,76302,297,3.7,UAE,0,Premium (₹4K–₹7K),3.5–3.99,High (51–75%),248.54071661237785
122,Marathahalli,12.745729,77.628823,Entire home/apt,Apartment,2024-05-01,5,Spring,4294,496,307,2,0.51,16,3,68704,0,4.5,UK,0,Premium (₹4K–₹7K),4.0–4.49,High (51–75%),223.7915309446254
122,Marathahalli,12.745729,77.628823,Entire home/apt,Apartment,2024-06-01,6,Summer,3945,496,307,2,0.76,23,3,90735,231,3.4,India,0,Mid-range (₹2K–₹4K),Below 3.5,Very High (>75%),295.55374592833874
122,Marathahalli,12.745729,77.628823,Entire home/apt,Apartment,2024-07-01,7,Monsoon,3602,496,307,2,0.57,18,2,64836,295,4.3,India,0,Mid-range (₹2K–₹4K),4.0–4.49,High (51–75%),211.19218241042344
122,Marathahalli,12.745729,77.628823,Entire home/apt,Apartment,2024-08-01,8,Monsoon,3950,496,307,2,0.45,14,2,55300,162,4.8,India,0,Mid-range (₹2K–₹4K),4.5–5.0,Moderate (26–50%),180.13029315960912
