listing_id,host_id,neighbourhood,latitude,longitude,room_type,property_type,date,month,season,price_per_night_inr,cleaning_fee_inr,availability_365,minimum_nights,occupancy_rate,number_of_bookings,average_stay_length,revenue_estimated_inr,review_count,review_scores_rating,guest_origin_country,event_flag
40,16624,Basavanagudi,12.897958,77.714702,Entire home/apt,Serviced Apartment,2024-06-01,6,Summer,5690,240,226,1,0.69,21,5,119490,348,4.3,India,0
40,16624,Basavanagudi,12.897958,77.714702,Entire home/apt,Serviced Apartment,2024-07-01,7,Monsoon,4851,240,226,1,0.57,18,2,87318,49,4.4,India,0
40,16624,Basavanagudi,12.897958,77.714702,Entire home/apt,Serviced Apartment,2024-08-01,8,Monsoon,4924,240,226,1,0.68,21,3,103404,173,4.9,India,0
40,16624,Basavanagudi,12.897958,77.714702,Entire home/apt,Serviced Apartment,2024-09-01,9,Autumn,5589,240,226,1,0.79,24,2,134136,73,4.0,India,0
40,16624,Basavanagudi,12.897958,77.714702,Entire home/apt,Serviced Apartment,2024-10-01,10,Autumn,5534,240,226,1,0.46,14,3,77476,256,3.8,India,1
40,16624,Basavanagudi,12.897958,77.714702,Entire home/apt,Serviced Apartment,2024-11-01,11,Winter,5556,240,226,1,0.55,16,3,88896,242,5.0,India,0
40,16624,Basavanagudi,12.897958,77.714702,Entire home/apt,Serviced Apartment,2024-12-01,12,Winter,7091,240,226,1,0.42,13,2,92183,263,5.0,India,0
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-01-01,1,Winter,6161,387,252,5,0.38,12,3,73932,153,4.4,India,1
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-02-01,2,Winter,5182,387,252,5,0.81,23,2,119186,56,5.0,Netherlands,0
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-03-01,3,Spring,5364,387,252,5,0.36,11,3,59004,322,4.6,India,0
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-04-01,4,Spring,5108,387,252,5,0.58,17,2,86836,335,4.4,UK,0
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-05-01,5,Spring,4872,387,252,5,0.29,9,3,43848,295,4.7,India,0
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-06-01,6,Summer,4859,387,252,5,0.35,10,1,48590,245,3.4,India,0
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-07-01,7,Monsoon,4463,387,252,5,0.79,24,3,107112,317,5.0,UK,0
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-08-01,8,Monsoon,4377,387,252,5,0.44,14,2,61278,348,4.7,India,0
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-09-01,9,Autumn,4766,387,252,5,0.57,17,3,81022,56,4.8,India,0
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-10-01,10,Autumn,5210,387,252,5,0.51,16,2,83360,214,4.4,India,0
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-11-01,11,Winter,4790,387,252,5,0.4,12,2,57480,313,4.4,UAE,0
41,51750,HSR Layout,12.857182,77.63495,Private room,Studio,2024-12-01,12,Winter,6279,387,252,5,0.67,21,4,131859,31,4.2,USA,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-01-01,1,Winter,6609,259,315,3,0.45,14,3,92526,346,3.5,UK,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-02-01,2,Winter,5467,259,315,3,0.67,19,3,103873,135,4.4,India,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-03-01,3,Spring,5833,259,315,3,0.63,20,2,116660,126,3.9,India,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-04-01,4,Spring,5715,259,315,3,0.68,20,2,114300,152,4.0,UK,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-05-01,5,Spring,5349,259,315,3,0.35,11,3,58839,250,4.7,India,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-06-01,6,Summer,5284,259,315,3,0.31,9,2,47556,140,5.0,India,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-07-01,7,Monsoon,4615,259,315,3,0.44,14,3,64610,278,4.6,India,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-08-01,8,Monsoon,4990,259,315,3,0.4,12,5,59880,176,4.5,Canada,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-09-01,9,Autumn,5376,259,315,3,0.66,20,4,107520,148,4.6,India,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-10-01,10,Autumn,5218,259,315,3,0.43,13,5,67834,40,4.5,India,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-11-01,11,Winter,5077,259,315,3,0.12,4,2,20308,245,4.7,India,0
42,83516,Yeshwanthpur,13.099249,77.593511,Entire home/apt,Independent House,2024-12-01,12,Winter,6793,259,315,3,0.2,6,4,40758,138,4.1,UAE,0
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-01-01,1,Winter,5306,608,195,2,0.45,14,1,74284,211,4.4,India,0
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-02-01,2,Winter,4516,608,195,2,0.46,13,3,58708,70,4.2,India,0
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-03-01,3,Spring,4570,608,195,2,0.41,13,3,59410,80,4.5,India,0
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-04-01,4,Spring,4990,608,195,2,0.61,18,4,89820,243,4.4,India,0
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-05-01,5,Spring,4184,608,195,2,0.32,10,2,41840,147,4.9,India,0
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-06-01,6,Summer,4227,608,195,2,0.53,16,3,67632,45,5.0,India,0
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-07-01,7,Monsoon,3876,608,195,2,0.44,14,2,54264,19,4.3,UAE,0
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-08-01,8,Monsoon,4046,608,195,2,0.57,18,2,72828,90,3.9,UAE,0
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-09-01,9,Autumn,4425,608,195,2,0.46,14,1,61950,203,5.0,UK,0
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-10-01,10,Autumn,4458,608,195,2,0.49,15,2,66870,148,5.0,Singapore,1
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-11-01,11,Winter,4255,608,195,2,0.69,21,3,89355,54,4.7,UAE,0
43,27992,Whitefield,12.946271,77.626049,Entire home/apt,Studio,2024-12-01,12,Winter,5133,608,195,2,0.46,14,2,71862,232,4.9,Netherlands,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-01-01,1,Winter,3681,239,249,2,0.61,19,3,69939,331,5.0,India,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-02-01,2,Winter,2885,239,249,2,0.55,16,3,46160,151,5.0,India,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-03-01,3,Spring,3392,239,249,2,0.61,19,3,64448,89,4.1,India,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-04-01,4,Spring,3492,239,249,2,0.51,15,3,52380,207,4.9,France,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-05-01,5,Spring,3335,239,249,2,0.93,29,3,96715,44,4.7,India,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-06-01,6,Summer,3163,239,249,2,0.57,17,1,53771,71,4.4,India,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-07-01,7,Monsoon,2855,239,249,2,0.5,16,4,45680,3,4.6,India,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-08-01,8,Monsoon,3051,239,249,2,0.39,12,2,36612,136,5.0,Canada,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-09-01,9,Autumn,3361,239,249,2,0.53,16,2,53776,293,3.7,India,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-10-01,10,Autumn,2977,239,249,2,0.74,23,3,68471,120,4.5,India,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-11-01,11,Winter,2899,239,249,2,0.47,14,2,40586,207,4.8,India,0
44,74738,Jayanagar,13.040424,77.590406,Entire home/apt,Apartment,2024-12-01,12,Winter,3981,239,249,2,0.51,16,4,63696,159,4.4,India,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-01-01,1,Winter,4109,161,312,3,0.49,15,2,61635,281,5.0,UAE,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-02-01,2,Winter,3333,161,312,3,0.69,20,4,66660,111,4.3,UK,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-03-01,3,Spring,3411,161,312,3,0.54,17,3,57987,305,4.1,Singapore,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-04-01,4,Spring,3395,161,312,3,0.37,11,1,37345,228,5.0,India,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-05-01,5,Spring,2937,161,312,3,0.57,18,2,52866,288,4.6,India,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-06-01,6,Summer,2978,161,312,3,0.63,19,4,56582,258,4.3,India,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-07-01,7,Monsoon,2900,161,312,3,0.34,11,3,31900,84,4.6,India,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-08-01,8,Monsoon,3113,161,312,3,0.39,12,3,37356,59,4.2,India,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-09-01,9,Autumn,3131,161,312,3,0.57,17,3,53227,250,4.6,India,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-10-01,10,Autumn,3126,161,312,3,0.64,20,3,62520,28,4.9,India,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-11-01,11,Winter,3110,161,312,3,0.51,15,2,46650,29,4.8,India,0
45,48671,Rajajinagar,12.94585,77.515739,Entire home/apt,Independent House,2024-12-01,12,Winter,4165,161,312,3,0.52,16,3,66640,157,4.1,USA,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-01-01,1,Winter,5601,281,357,1,0.64,20,4,112020,35,4.3,Netherlands,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-02-01,2,Winter,4810,281,357,1,0.56,16,2,76960,92,4.6,UK,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-03-01,3,Spring,5451,281,357,1,0.45,14,3,76314,330,4.7,Canada,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-04-01,4,Spring,5259,281,357,1,0.63,19,2,99921,195,4.7,India,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-05-01,5,Spring,4641,281,357,1,0.68,21,4,97461,193,4.3,India,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-06-01,6,Summer,4989,281,357,1,0.57,17,3,84813,338,5.0,Singapore,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-07-01,7,Monsoon,4301,281,357,1,0.46,14,2,60214,178,4.5,India,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-08-01,8,Monsoon,4285,281,357,1,0.63,20,5,85700,201,3.9,India,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-09-01,9,Autumn,4618,281,357,1,0.35,10,3,46180,114,4.9,France,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-10-01,10,Autumn,5170,281,357,1,0.5,16,3,82720,152,4.4,India,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-11-01,11,Winter,4842,281,357,1,0.69,21,2,101682,194,4.1,France,0
46,10395,Hebbal,12.931325,77.463587,Entire home/apt,Apartment,2024-12-01,12,Winter,6082,281,357,1,0.66,20,2,121640,177,4.7,India,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-01-01,1,Winter,4118,450,203,2,0.69,21,1,86478,304,4.2,India,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-02-01,2,Winter,3361,450,203,2,0.66,19,3,63859,24,5.0,India,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-03-01,3,Spring,4072,450,203,2,0.73,23,1,93656,224,5.0,India,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-04-01,4,Spring,4361,450,203,2,0.83,25,2,109025,28,4.8,India,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-05-01,5,Spring,3742,450,203,2,0.35,11,5,41162,119,4.4,Germany,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-06-01,6,Summer,3559,450,203,2,0.91,27,3,96093,163,4.4,India,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-07-01,7,Monsoon,3378,450,203,2,0.67,21,3,70938,164,4.5,India,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-08-01,8,Monsoon,3693,450,203,2,0.49,15,4,55395,338,4.6,India,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-09-01,9,Autumn,3579,450,203,2,0.39,12,2,42948,140,4.3,India,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-10-01,10,Autumn,3720,450,203,2,0.52,16,4,59520,89,4.2,India,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-11-01,11,Winter,3446,450,203,2,0.57,17,2,58582,176,3.9,Canada,0
47,24790,Koramangala,13.023791,77.575772,Private room,Apartment,2024-12-01,12,Winter,4810,450,203,2,0.6,19,3,91390,268,3.9,India,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-01-01,1,Winter,3973,187,233,2,0.77,24,4,95352,29,3.7,India,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-02-01,2,Winter,3151,187,233,2,0.55,16,3,50416,68,4.8,India,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-03-01,3,Spring,3482,187,233,2,0.46,14,2,48748,169,4.4,India,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-04-01,4,Spring,3281,187,233,2,0.73,22,4,72182,189,4.5,India,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-05-01,5,Spring,3508,187,233,2,0.56,17,3,59636,97,4.2,India,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-06-01,6,Summer,2826,187,233,2,0.3,9,2,25434,309,3.9,India,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-07-01,7,Monsoon,2868,187,233,2,0.65,20,4,57360,96,3.9,Germany,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-08-01,8,Monsoon,2994,187,233,2,0.5,16,3,47904,343,4.6,India,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-09-01,9,Autumn,3450,187,233,2,0.71,21,2,72450,170,4.4,India,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-10-01,10,Autumn,2950,187,233,2,0.25,8,4,23600,108,4.2,UAE,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-11-01,11,Winter,3086,187,233,2,0.42,13,2,40118,245,4.4,UAE,0
48,29558,Basavanagudi,12.850584,77.676325,Entire home/apt,Independent House,2024-12-01,12,Winter,3925,187,233,2,0.54,17,3,66725,104,4.2,India,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-01-01,1,Winter,4409,366,264,5,0.78,24,2,105816,240,4.5,UK,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-02-01,2,Winter,3705,366,264,5,0.68,20,2,74100,160,4.6,India,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-03-01,3,Spring,4262,366,264,5,0.61,19,3,80978,113,4.3,USA,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-04-01,4,Spring,4144,366,264,5,0.4,12,1,49728,283,4.5,UAE,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-05-01,5,Spring,3696,366,264,5,0.54,17,3,62832,213,4.4,India,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-06-01,6,Summer,3326,366,264,5,0.49,15,2,49890,117,4.5,India,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-07-01,7,Monsoon,3362,366,264,5,0.42,13,4,43706,255,5.0,India,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-08-01,8,Monsoon,3158,366,264,5,0.72,22,4,69476,172,4.7,India,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-09-01,9,Autumn,3573,366,264,5,0.84,25,4,89325,328,4.0,USA,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-10-01,10,Autumn,3885,366,264,5,0.72,22,2,85470,180,4.2,India,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-11-01,11,Winter,3980,366,264,5,0.53,16,2,63680,277,4.6,Netherlands,0
49,52154,Basavanagudi,12.852265,77.610095,Entire home/apt,Villa,2024-12-01,12,Winter,4679,366,264,5,0.55,17,5,79543,268,4.8,India,0
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-01-01,1,Winter,5825,37,114,2,0.34,11,1,64075,258,4.9,India,1
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-02-01,2,Winter,4677,37,114,2,0.42,12,3,56124,315,4.3,UAE,0
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-03-01,3,Spring,4676,37,114,2,0.55,17,3,79492,8,4.4,India,0
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-04-01,4,Spring,5052,37,114,2,0.78,23,3,116196,6,5.0,India,0
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-05-01,5,Spring,4340,37,114,2,0.55,17,3,73780,274,3.8,Netherlands,0
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-06-01,6,Summer,4291,37,114,2,0.73,22,1,94402,345,5.0,India,0
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-07-01,7,Monsoon,3760,37,114,2,0.5,16,4,60160,91,4.5,India,0
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-08-01,8,Monsoon,4062,37,114,2,0.46,14,1,56868,76,4.7,India,0
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-09-01,9,Autumn,4358,37,114,2,0.58,17,3,74086,129,4.7,Germany,0
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-10-01,10,Autumn,4453,37,114,2,0.52,16,2,71248,203,4.5,India,0
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-11-01,11,Winter,4435,37,114,2,0.53,16,2,70960,124,4.4,Netherlands,0
50,97584,Koramangala,13.005736,77.573718,Private room,Independent House,2024-12-01,12,Winter,5884,37,114,2,0.67,21,2,123564,350,4.4,France,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-01-01,1,Winter,5654,249,84,2,0.64,20,1,113080,222,4.5,India,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-02-01,2,Winter,4425,249,84,2,0.35,10,5,44250,48,4.0,UAE,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-03-01,3,Spring,4531,249,84,2,0.61,19,4,86089,117,5.0,India,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-04-01,4,Spring,5215,249,84,2,0.68,20,4,104300,290,4.7,India,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-05-01,5,Spring,3976,249,84,2,0.5,16,1,63616,38,4.2,India,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-06-01,6,Summer,4212,249,84,2,0.56,17,2,71604,278,4.3,India,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-07-01,7,Monsoon,3507,249,84,2,0.7,22,1,77154,161,4.1,India,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-08-01,8,Monsoon,3949,249,84,2,0.9,28,2,110572,73,4.1,UK,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-09-01,9,Autumn,3830,249,84,2,0.54,16,3,61280,203,4.9,UAE,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-10-01,10,Autumn,4727,249,84,2,0.4,12,2,56724,288,4.7,India,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-11-01,11,Winter,4243,249,84,2,0.57,17,2,72131,276,5.0,India,0
51,95182,Koramangala,12.7374,77.563779,Entire home/apt,Apartment,2024-12-01,12,Winter,5120,249,84,2,0.62,19,3,97280,71,4.7,Germany,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-01-01,1,Winter,6063,314,118,3,0.51,16,3,97008,314,4.6,Canada,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-02-01,2,Winter,4734,314,118,3,0.66,19,3,89946,15,4.4,India,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-03-01,3,Spring,5357,314,118,3,0.57,18,3,96426,230,5.0,India,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-04-01,4,Spring,5272,314,118,3,0.31,9,2,47448,192,5.0,India,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-05-01,5,Spring,4621,314,118,3,0.47,15,3,69315,338,4.3,India,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-06-01,6,Summer,5076,314,118,3,0.25,8,3,40608,151,5.0,Germany,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-07-01,7,Monsoon,4532,314,118,3,0.6,19,3,86108,42,4.5,India,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-08-01,8,Monsoon,4378,314,118,3,0.65,20,2,87560,324,4.8,India,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-09-01,9,Autumn,4913,314,118,3,0.58,17,2,83521,184,4.4,India,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-10-01,10,Autumn,4772,314,118,3,0.54,17,1,81124,157,5.0,India,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-11-01,11,Winter,4920,314,118,3,0.13,4,2,19680,44,4.8,India,0
52,20279,Brigade Road,12.998183,77.553758,Entire home/apt,Independent House,2024-12-01,12,Winter,6040,314,118,3,0.57,18,2,108720,284,4.3,India,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-01-01,1,Winter,5906,442,86,3,0.6,19,2,112214,43,4.1,USA,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-02-01,2,Winter,4573,442,86,3,0.45,13,5,59449,124,4.8,India,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-03-01,3,Spring,5522,442,86,3,0.62,19,2,104918,194,4.8,India,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-04-01,4,Spring,5435,442,86,3,0.45,14,2,76090,137,4.7,India,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-05-01,5,Spring,5008,442,86,3,0.66,20,1,100160,222,5.0,India,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-06-01,6,Summer,4989,442,86,3,0.6,18,2,89802,39,4.9,India,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-07-01,7,Monsoon,4358,442,86,3,0.41,13,4,56654,320,4.4,India,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-08-01,8,Monsoon,4215,442,86,3,0.44,14,3,59010,234,4.4,India,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-09-01,9,Autumn,4690,442,86,3,0.5,15,2,70350,202,3.7,India,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-10-01,10,Autumn,4890,442,86,3,0.54,17,3,83130,168,4.2,India,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-11-01,11,Winter,4979,442,86,3,0.68,20,4,99580,333,3.9,Netherlands,0
53,21746,Rajajinagar,12.921688,77.629077,Private room,Serviced Apartment,2024-12-01,12,Winter,5908,442,86,3,0.43,13,2,76804,164,4.1,India,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-01-01,1,Winter,5566,270,204,3,0.26,8,2,44528,201,4.8,India,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-02-01,2,Winter,4248,270,204,3,0.57,17,2,72216,279,4.6,India,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-03-01,3,Spring,5216,270,204,3,0.36,11,3,57376,13,3.3,Canada,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-04-01,4,Spring,4980,270,204,3,0.83,25,2,124500,107,5.0,India,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-05-01,5,Spring,4536,270,204,3,0.48,15,2,68040,35,4.8,Germany,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-06-01,6,Summer,4301,270,204,3,0.63,19,3,81719,209,4.7,India,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-07-01,7,Monsoon,4257,270,204,3,0.97,30,2,127710,155,4.7,India,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-08-01,8,Monsoon,3944,270,204,3,0.55,17,3,67048,216,3.8,UK,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-09-01,9,Autumn,4357,270,204,3,0.5,15,1,65355,306,4.3,India,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-10-01,10,Autumn,4525,270,204,3,0.43,13,2,58825,259,4.9,UAE,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-11-01,11,Winter,4495,270,204,3,0.56,17,2,76415,18,4.4,Germany,0
54,72784,Yeshwanthpur,12.771055,77.569472,Entire home/apt,Serviced Apartment,2024-12-01,12,Winter,5649,270,204,3,0.68,21,2,118629,274,4.2,India,0
